interaction_id,user_id,user_type,place_id,place_name,source,split,pref_quiet,pref_light,pref_low_crowd,pref_privacy,pref_outlet,pref_distance,pref_thermal_air,pref_control,pref_comfort,pref_deepwork,general_place_type,general_task_type,general_social_mode,general_stay_duration,general_time_slot,general_distraction_noise,general_distraction_crowd,general_distraction_visual,general_distraction_temperature,general_distraction_outlet,general_distraction_distance,general_priority_quiet,general_priority_outlet,general_priority_distance,general_priority_comfort,general_priority_privacy,place_type,task_type,group_size,stay_duration,time_slot,day_type,distance_minutes,weather,indoor_outdoor,visit_frequency,place_quiet,place_light,place_low_crowd,place_low_visual_distraction,place_control,place_comfort,place_outlet,place_task_fit,place_temperature_air,place_seat_availability,quiet_match,light_match,crowd_match,privacy_match,outlet_match,thermal_air_match,control_match,comfort_match,deepwork_task_match,distance_penalty,task_place_fit_match,time_match,satisfaction_score,predicted_satisfaction_score
I0890,U089,comfort_oriented,P034,study_room_16,synthetic,train,4,4,3,3,3,4,4,4,5,4,home,team_project,mostly_solo,1_2h,late_night,1,0,0,1,0,1,1,0,1,1,0,study_room,light_reading,solo,1_2h,late_night,weekend,6.2,cold,indoor,sometimes,4,4,4,4,4,3,4,3,5,3,16,16,12,12,12,20,16,15,1.8,3.1,9,1.0,71.9,67.14327222729412
I0891,U090,convenience_oriented,P018,library_18,synthetic,train,4,4,3,2,4,5,3,3,3,3,cafe,online_class,mixed,1_2h,evening,1,0,0,0,1,1,1,1,1,0,0,library,report_writing,solo,over_4h,morning,weekday,7.1,clear,indoor,sometimes,5,4,3,4,3,3,4,4,4,3,20,16,9,8,16,12,9,9,2.6,4.4,12,0.0,61.9,63.027233587543535
I0892,U090,convenience_oriented,P089,coworking_space_05,synthetic,train,4,4,3,2,4,5,3,3,3,3,cafe,online_class,mixed,1_2h,evening,1,0,0,0,1,1,1,1,1,0,0,coworking_space,report_writing,solo,2_4h,evening,weekend,17.1,clear,indoor,rarely,3,5,4,3,4,4,5,4,4,3,12,20,12,6,20,12,12,12,2.6,10.7,12,1.0,48.3,56.951271133688074
I0893,U090,convenience_oriented,P031,study_room_13,synthetic,train,4,4,3,2,4,5,3,3,3,3,cafe,online_class,mixed,1_2h,evening,1,0,0,0,1,1,1,1,1,0,0,study_room,light_reading,solo,under_1h,afternoon,weekday,5.9,clear,indoor,sometimes,5,4,4,4,4,4,4,4,5,4,20,16,12,8,16,15,12,12,1.4,3.7,12,0.5,66.9,67.08193237685396
I0894,U090,convenience_oriented,P071,classroom_09,synthetic,train,4,4,3,2,4,5,3,3,3,3,cafe,online_class,mixed,1_2h,evening,1,0,0,0,1,1,1,1,1,0,0,classroom,coding,solo,over_4h,afternoon,weekday,7.7,clear,indoor,sometimes,3,3,3,3,3,3,3,3,3,4,12,12,9,6,12,9,9,9,2.7,4.8,9,0.5,47.8,52.74266516212924
I0895,U090,convenience_oriented,P014,library_14,synthetic,train,4,4,3,2,4,5,3,3,3,3,cafe,online_class,mixed,1_2h,evening,1,0,0,0,1,1,1,1,1,0,0,library,light_reading,solo,1_2h,evening,weekday,4.3,clear,indoor,often,5,4,5,4,3,4,4,5,4,4,20,16,15,8,16,12,9,12,1.4,2.7,15,1.0,70.7,70.25515850754627
I0896,U090,convenience_oriented,P016,library_16,synthetic,train,4,4,3,2,4,5,3,3,3,3,cafe,online_class,mixed,1_2h,evening,1,0,0,0,1,1,1,1,1,0,0,library,report_writing,2,1_2h,evening,weekday,16.3,rainy,indoor,often,5,4,3,5,3,4,3,5,4,4,20,16,9,10,12,12,9,12,2.6,10.2,15,1.0,64.2,58.15422590388344
I0897,U090,convenience_oriented,P004,library_04,synthetic,train,4,4,3,2,4,5,3,3,3,3,cafe,online_class,mixed,1_2h,evening,1,0,0,0,1,1,1,1,1,0,0,library,coding,solo,2_4h,morning,weekday,6.4,rainy,indoor,first_time,5,3,3,4,2,4,4,3,3,4,20,12,9,8,16,9,6,12,2.7,4.0,9,0.0,60.6,57.8838026156497
I0898,U090,convenience_oriented,P065,classroom_03,synthetic,train,4,4,3,2,4,5,3,3,3,3,cafe,online_class,mixed,1_2h,evening,1,0,0,0,1,1,1,1,1,0,0,classroom,coding,2,2_4h,early_morning,weekend,2.4,rainy,indoor,rarely,4,4,3,3,3,3,4,3,3,3,16,16,9,6,16,9,9,9,2.7,1.5,9,0.0,54.2,53.92180364869582
I0899,U090,convenience_oriented,P048,cafe_12,synthetic,train,4,4,3,2,4,5,3,3,3,3,cafe,online_class,mixed,1_2h,evening,1,0,0,0,1,1,1,1,1,0,0,cafe,team_project,5_plus,1_2h,early_morning,weekday,8.6,clear,indoor,sometimes,2,5,2,3,1,4,3,5,3,3,8,20,6,6,12,9,3,12,0.8,5.4,15,0.0,57.6,55.18299631326038
I0900,U090,convenience_oriented,P019,study_room_01,synthetic,train,4,4,3,2,4,5,3,3,3,3,cafe,online_class,mixed,1_2h,evening,1,0,0,0,1,1,1,1,1,0,0,study_room,online_class,3_4,1_2h,late_night,weekday,12.6,cloudy,indoor,often,4,3,4,4,3,4,4,5,4,4,16,12,12,8,16,12,9,12,2.0,7.9,15,0.5,67.9,59.35080730658724
I0901,U091,convenience_oriented,P017,library_17,synthetic,train,3,3,3,3,4,5,4,4,4,4,classroom,report_writing,mostly_solo,under_1h,late_night,0,0,0,1,1,1,0,1,1,1,0,library,online_class,solo,2_4h,morning,weekday,10.4,cloudy,indoor,often,5,4,4,5,3,3,4,4,5,4,15,12,12,15,16,20,12,12,2.6,6.5,12,0.0,67.7,65.55640229405432
I0902,U091,convenience_oriented,P027,study_room_09,synthetic,train,3,3,3,3,4,5,4,4,4,4,classroom,report_writing,mostly_solo,under_1h,late_night,0,0,0,1,1,1,0,1,1,1,0,study_room,report_writing,2,2_4h,late_night,weekday,4.6,rainy,indoor,often,5,3,3,4,4,3,3,5,3,3,15,9,9,12,12,12,16,12,3.4,2.9,20,1.0,68.7,62.484785476856
I0903,U091,convenience_oriented,P023,study_room_05,synthetic,train,3,3,3,3,4,5,4,4,4,4,classroom,report_writing,mostly_solo,under_1h,late_night,0,0,0,1,1,1,0,1,1,1,0,study_room,deep_study,solo,2_4h,afternoon,weekday,19.1,cloudy,indoor,often,5,4,3,4,4,4,3,4,4,4,15,12,9,12,12,16,16,16,4.0,11.9,16,0.0,54.2,59.21333509503347
I0904,U091,convenience_oriented,P024,study_room_06,synthetic,train,3,3,3,3,4,5,4,4,4,4,classroom,report_writing,mostly_solo,under_1h,late_night,0,0,0,1,1,1,0,1,1,1,0,study_room,deep_study,solo,2_4h,late_night,weekday,1.6,clear,indoor,rarely,4,4,3,4,3,4,4,5,4,3,12,12,9,12,16,16,12,16,4.0,1.0,20,1.0,51.8,66.18470669757374
I0905,U091,convenience_oriented,P033,study_room_15,synthetic,train,3,3,3,3,4,5,4,4,4,4,classroom,report_writing,mostly_solo,under_1h,late_night,0,0,0,1,1,1,0,1,1,1,0,study_room,coding,solo,2_4h,afternoon,weekend,1.0,clear,indoor,often,5,3,4,3,4,4,4,4,5,4,15,9,12,9,16,20,16,16,3.6,0.6,16,0.0,72.8,71.5462003927855
I0906,U091,convenience_oriented,P025,study_room_07,synthetic,train,3,3,3,3,4,5,4,4,4,4,classroom,report_writing,mostly_solo,under_1h,late_night,0,0,0,1,1,1,0,1,1,1,0,study_room,online_class,2,1_2h,afternoon,weekend,3.7,cold,indoor,often,4,4,3,4,4,4,4,4,4,3,12,12,9,12,16,16,16,16,2.6,2.3,12,0.0,49.1,61.50545527116933
I0907,U091,convenience_oriented,P110,outdoor_02,synthetic,train,3,3,3,3,4,5,4,4,4,4,classroom,report_writing,mostly_solo,under_1h,late_night,0,0,0,1,1,1,0,1,1,1,0,outdoor,light_reading,solo,1_2h,late_night,weekday,10.4,clear,outdoor,sometimes,3,4,3,3,2,3,2,4,2,3,9,12,9,9,8,8,8,12,1.8,6.5,12,1.0,55.4,47.36520293922669
I0908,U091,convenience_oriented,P034,study_room_16,synthetic,train,3,3,3,3,4,5,4,4,4,4,classroom,report_writing,mostly_solo,under_1h,late_night,0,0,0,1,1,1,0,1,1,1,0,study_room,online_class,solo,over_4h,evening,weekday,4.6,clear,indoor,rarely,4,4,4,4,4,3,4,3,5,3,12,12,12,12,16,20,16,12,2.6,2.9,9,0.5,69.4,62.486242874037345
I0909,U091,convenience_oriented,P062,home_08,synthetic,train,3,3,3,3,4,5,4,4,4,4,classroom,report_writing,mostly_solo,under_1h,late_night,0,0,0,1,1,1,0,1,1,1,0,home,coding,2,2_4h,afternoon,weekend,11.0,cold,indoor,sometimes,4,3,4,4,4,5,5,5,4,5,12,9,12,12,20,16,16,20,3.6,6.8,20,0.0,76.6,64.92295367992628
I0910,U091,convenience_oriented,P090,coworking_space_06,synthetic,train,3,3,3,3,4,5,4,4,4,4,classroom,report_writing,mostly_solo,under_1h,late_night,0,0,0,1,1,1,0,1,1,1,0,coworking_space,online_class,2,under_1h,afternoon,weekday,9.3,cold,indoor,first_time,3,4,3,4,4,4,4,4,4,3,9,12,9,12,16,16,16,16,2.6,5.8,12,0.0,54.5,53.75816202972062
I0911,U092,quiet_deepwork,P007,library_07,synthetic,valid,5,4,4,4,4,3,4,3,3,5,library,coding,mostly_solo,1_2h,evening,1,1,1,1,1,0,1,1,0,0,1,library,coding,solo,2_4h,afternoon,weekday,8.2,clear,indoor,sometimes,5,4,3,4,3,3,4,4,4,4,25,16,12,16,16,16,9,9,4.5,3.1,20,0.5,72.7,74.21049525102094
I0912,U092,quiet_deepwork,P035,study_room_17,synthetic,valid,5,4,4,4,4,3,4,3,3,5,library,coding,mostly_solo,1_2h,evening,1,1,1,1,1,0,1,1,0,0,1,study_room,online_class,solo,1_2h,morning,weekend,2.0,clear,indoor,often,4,4,4,4,3,4,5,4,4,3,20,16,16,16,20,16,9,12,3.3,0.7,12,0.0,73.4,75.09710271784738
I0913,U092,quiet_deepwork,P001,library_01,synthetic,valid,5,4,4,4,4,3,4,3,3,5,library,coding,mostly_solo,1_2h,evening,1,1,1,1,1,0,1,1,0,0,1,library,deep_study,2,over_4h,afternoon,weekday,7.7,rainy,indoor,rarely,5,4,4,5,2,3,4,5,4,4,25,16,16,20,16,16,6,9,5.0,2.9,25,0.5,72.8,72.41518462723486
I0914,U092,quiet_deepwork,P019,study_room_01,synthetic,valid,5,4,4,4,4,3,4,3,3,5,library,coding,mostly_solo,1_2h,evening,1,1,1,1,1,0,1,1,0,0,1,study_room,coding,solo,2_4h,morning,weekend,9.0,cold,indoor,sometimes,4,3,4,4,3,4,4,4,4,4,20,12,16,16,16,16,9,12,4.5,3.4,20,0.0,80.6,72.39291308630197
I0915,U092,quiet_deepwork,P010,library_10,synthetic,valid,5,4,4,4,4,3,4,3,3,5,library,coding,mostly_solo,1_2h,evening,1,1,1,1,1,0,1,1,0,0,1,library,coding,solo,2_4h,evening,weekday,4.9,cloudy,indoor,often,5,5,4,4,3,4,4,3,4,5,25,20,16,16,16,16,9,12,4.5,1.8,15,1.0,72.1,77.21068759623589
I0916,U092,quiet_deepwork,P025,study_room_07,synthetic,valid,5,4,4,4,4,3,4,3,3,5,library,coding,mostly_solo,1_2h,evening,1,1,1,1,1,0,1,1,0,0,1,study_room,deep_study,solo,2_4h,afternoon,weekday,3.0,clear,indoor,rarely,4,4,3,4,4,4,4,4,4,3,20,16,12,16,16,16,12,12,5.0,1.1,20,0.5,72.1,72.65312013724667
I0917,U092,quiet_deepwork,P002,library_02,synthetic,valid,5,4,4,4,4,3,4,3,3,5,library,coding,mostly_solo,1_2h,evening,1,1,1,1,1,0,1,1,0,0,1,library,deep_study,solo,1_2h,evening,weekday,3.4,rainy,indoor,often,5,5,4,4,2,3,4,5,4,4,25,20,16,16,16,16,6,9,5.0,1.3,25,1.0,84.4,79.19674235301098
I0918,U092,quiet_deepwork,P076,computer_lab_02,synthetic,valid,5,4,4,4,4,3,4,3,3,5,library,coding,mostly_solo,1_2h,evening,1,1,1,1,1,0,1,1,0,0,1,computer_lab,deep_study,solo,over_4h,evening,weekday,16.5,clear,indoor,sometimes,3,5,3,4,4,3,4,4,3,4,15,20,12,16,16,12,12,9,5.0,6.2,20,1.0,66.9,68.19352084512478
I0919,U092,quiet_deepwork,P079,computer_lab_05,synthetic,valid,5,4,4,4,4,3,4,3,3,5,library,coding,mostly_solo,1_2h,evening,1,1,1,1,1,0,1,1,0,0,1,computer_lab,online_class,solo,1_2h,evening,weekday,2.7,rainy,indoor,sometimes,4,4,3,3,3,4,5,4,4,3,20,16,12,12,20,16,9,12,3.3,1.0,12,1.0,64.0,71.86389429974237
I0920,U092,quiet_deepwork,P024,study_room_06,synthetic,valid,5,4,4,4,4,3,4,3,3,5,library,coding,mostly_solo,1_2h,evening,1,1,1,1,1,0,1,1,0,0,1,study_room,light_reading,solo,1_2h,evening,weekday,6.1,clear,indoor,sometimes,4,4,3,4,3,4,4,5,4,3,20,16,12,16,16,16,9,12,2.3,2.3,15,1.0,64.0,71.7376746615025
I0921,U093,quiet_deepwork,P055,home_01,synthetic,train,4,3,5,4,4,3,4,4,4,4,dorm_lounge,coding,mostly_solo,1_2h,early_morning,1,1,1,1,1,0,1,1,0,1,1,home,report_writing,solo,2_4h,evening,weekday,13.1,clear,indoor,often,4,3,5,4,4,5,5,4,4,5,16,9,25,16,20,16,16,20,3.4,4.9,16,0.0,77.3,78.15775020256515
I0922,U093,quiet_deepwork,P069,classroom_07,synthetic,train,4,3,5,4,4,3,4,4,4,4,dorm_lounge,coding,mostly_solo,1_2h,early_morning,1,1,1,1,1,0,1,1,0,1,1,classroom,coding,solo,2_4h,early_morning,weekend,17.1,rainy,indoor,first_time,3,4,3,3,3,3,3,4,3,4,12,12,15,12,12,12,12,12,3.6,6.4,16,1.0,61.1,59.603487427720786
I0923,U093,quiet_deepwork,P109,outdoor_01,synthetic,train,4,3,5,4,4,3,4,4,4,4,dorm_lounge,coding,mostly_solo,1_2h,early_morning,1,1,1,1,1,0,1,1,0,1,1,outdoor,report_writing,solo,over_4h,early_morning,weekday,16.0,clear,outdoor,rarely,2,5,3,3,2,3,1,3,3,3,8,15,15,12,4,12,8,12,3.4,6.0,12,1.0,59.8,50.971641325537334
I0924,U093,quiet_deepwork,P027,study_room_09,synthetic,train,4,3,5,4,4,3,4,4,4,4,dorm_lounge,coding,mostly_solo,1_2h,early_morning,1,1,1,1,1,0,1,1,0,1,1,study_room,coding,solo,over_4h,morning,weekday,8.5,clear,indoor,sometimes,5,3,3,4,4,3,3,4,3,3,20,9,15,16,12,12,16,12,3.6,3.2,16,0.5,65.7,69.23118440951609
I0925,U093,quiet_deepwork,P069,classroom_07,synthetic,train,4,3,5,4,4,3,4,4,4,4,dorm_lounge,coding,mostly_solo,1_2h,early_morning,1,1,1,1,1,0,1,1,0,1,1,classroom,deep_study,solo,1_2h,evening,weekday,18.1,cloudy,indoor,sometimes,3,4,3,3,3,3,3,3,3,4,12,12,15,12,12,12,12,12,4.0,6.8,12,0.0,63.0,58.248746329234685
I0926,U093,quiet_deepwork,P027,study_room_09,synthetic,train,4,3,5,4,4,3,4,4,4,4,dorm_lounge,coding,mostly_solo,1_2h,early_morning,1,1,1,1,1,0,1,1,0,1,1,study_room,deep_study,solo,2_4h,early_morning,weekend,5.3,rainy,indoor,rarely,5,3,3,4,4,3,3,4,3,3,20,9,15,16,12,12,16,12,4.0,2.0,16,1.0,62.6,68.95576939703247
I0927,U093,quiet_deepwork,P003,library_03,synthetic,train,4,3,5,4,4,3,4,4,4,4,dorm_lounge,coding,mostly_solo,1_2h,early_morning,1,1,1,1,1,0,1,1,0,1,1,library,report_writing,solo,2_4h,early_morning,weekday,4.3,clear,indoor,rarely,5,3,4,5,3,3,4,4,4,4,20,9,20,20,16,16,12,12,3.4,1.6,16,1.0,69.9,75.25785374130086
I0928,U093,quiet_deepwork,P095,coworking_space_11,synthetic,train,4,3,5,4,4,3,4,4,4,4,dorm_lounge,coding,mostly_solo,1_2h,early_morning,1,1,1,1,1,0,1,1,0,1,1,coworking_space,light_reading,solo,2_4h,early_morning,weekend,14.6,clear,indoor,often,4,4,3,3,4,4,5,4,4,4,16,12,15,12,20,16,16,16,1.8,5.5,12,1.0,64.6,69.8158396543372
I0929,U093,quiet_deepwork,P048,cafe_12,synthetic,train,4,3,5,4,4,3,4,4,4,4,dorm_lounge,coding,mostly_solo,1_2h,early_morning,1,1,1,1,1,0,1,1,0,1,1,cafe,meeting,3_4,2_4h,afternoon,weekday,5.9,clear,indoor,sometimes,2,5,2,3,1,4,3,4,3,3,8,15,10,12,12,12,4,16,0.8,2.2,12,0.0,54.6,59.396183986666145
I0930,U093,quiet_deepwork,P007,library_07,synthetic,train,4,3,5,4,4,3,4,4,4,4,dorm_lounge,coding,mostly_solo,1_2h,early_morning,1,1,1,1,1,0,1,1,0,1,1,library,report_writing,solo,1_2h,afternoon,weekday,9.6,cold,indoor,sometimes,5,4,3,4,3,3,4,5,4,4,20,12,15,16,16,16,12,12,3.4,3.6,20,0.0,72.6,72.36594573758745
I0931,U094,convenience_oriented,P009,library_09,synthetic,train,3,4,3,4,5,5,4,3,4,3,library,coding,mixed,2_4h,afternoon,0,0,1,1,1,1,0,1,1,1,1,library,coding,solo,2_4h,afternoon,weekend,9.4,clear,indoor,often,4,4,3,4,2,4,4,4,4,4,12,16,9,16,20,16,6,16,2.7,5.9,12,1.0,71.2,66.1121475136662
I0932,U094,convenience_oriented,P020,study_room_02,synthetic,train,3,4,3,4,5,5,4,3,4,3,library,coding,mixed,2_4h,afternoon,0,0,1,1,1,1,0,1,1,1,1,study_room,online_class,solo,2_4h,evening,weekday,6.6,clear,indoor,rarely,4,4,4,5,3,4,4,3,4,4,12,16,12,20,20,16,9,16,2.0,4.1,9,0.5,76.4,66.50455836982937
I0933,U094,convenience_oriented,P021,study_room_03,synthetic,train,3,4,3,4,5,5,4,3,4,3,library,coding,mixed,2_4h,afternoon,0,0,1,1,1,1,0,1,1,1,1,study_room,coding,solo,2_4h,evening,weekday,15.7,hot,indoor,first_time,5,4,4,4,3,4,4,4,4,2,15,16,12,16,20,16,9,16,2.7,9.8,12,0.5,61.2,60.09931920568107
I0934,U094,convenience_oriented,P091,coworking_space_07,synthetic,train,3,4,3,4,5,5,4,3,4,3,library,coding,mixed,2_4h,afternoon,0,0,1,1,1,1,0,1,1,1,1,coworking_space,report_writing,solo,1_2h,afternoon,weekday,18.0,clear,indoor,rarely,4,4,4,3,4,5,4,5,3,4,12,16,12,12,20,12,12,20,2.6,11.2,15,1.0,65.5,62.48268284968974
I0935,U094,convenience_oriented,P070,classroom_08,synthetic,train,3,4,3,4,5,5,4,3,4,3,library,coding,mixed,2_4h,afternoon,0,0,1,1,1,1,0,1,1,1,1,classroom,deep_study,solo,2_4h,evening,weekend,13.9,clear,indoor,first_time,3,4,3,2,3,2,3,4,2,3,9,16,9,8,15,8,9,8,3.0,8.7,12,0.5,54.7,49.91480841880411
I0936,U094,convenience_oriented,P048,cafe_12,synthetic,train,3,4,3,4,5,5,4,3,4,3,library,coding,mixed,2_4h,afternoon,0,0,1,1,1,1,0,1,1,1,1,cafe,report_writing,5_plus,1_2h,afternoon,weekday,2.9,cloudy,indoor,sometimes,2,5,2,3,1,4,3,4,3,3,6,20,6,12,15,12,3,16,2.6,1.8,12,1.0,58.5,56.10283478297783
I0937,U094,convenience_oriented,P003,library_03,synthetic,train,3,4,3,4,5,5,4,3,4,3,library,coding,mixed,2_4h,afternoon,0,0,1,1,1,1,0,1,1,1,1,library,deep_study,solo,2_4h,late_night,weekday,4.7,cloudy,indoor,sometimes,5,3,4,5,3,3,4,5,4,4,15,12,12,20,20,16,9,12,3.0,2.9,15,0.0,70.4,69.46781298442451
I0938,U094,convenience_oriented,P079,computer_lab_05,synthetic,train,3,4,3,4,5,5,4,3,4,3,library,coding,mixed,2_4h,afternoon,0,0,1,1,1,1,0,1,1,1,1,computer_lab,team_project,5_plus,1_2h,afternoon,weekday,2.9,rainy,indoor,often,4,4,3,3,3,4,5,4,4,3,12,16,9,12,25,16,9,16,0.8,1.8,12,1.0,74.5,71.53654463007746
I0939,U094,convenience_oriented,P025,study_room_07,synthetic,train,3,4,3,4,5,5,4,3,4,3,library,coding,mixed,2_4h,afternoon,0,0,1,1,1,1,0,1,1,1,1,study_room,coding,solo,2_4h,afternoon,weekend,1.6,cloudy,indoor,rarely,4,4,3,4,4,4,4,4,4,3,12,16,9,16,20,16,12,16,2.7,1.0,12,1.0,69.6,67.44722546452373
I0940,U094,convenience_oriented,P118,outdoor_10,synthetic,train,3,4,3,4,5,5,4,3,4,3,library,coding,mixed,2_4h,afternoon,0,0,1,1,1,1,0,1,1,1,1,outdoor,deep_study,solo,2_4h,morning,weekend,8.8,rainy,outdoor,sometimes,3,5,3,3,3,3,2,3,3,3,9,20,9,12,10,12,9,12,3.0,5.5,9,0.5,44.2,53.68566367909395
I0941,U095,comfort_oriented,P105,dorm_lounge_09,synthetic,valid,4,4,3,4,4,4,5,5,4,4,classroom,coding,mostly_solo,1_2h,morning,1,0,1,1,1,1,1,1,1,1,1,dorm_lounge,coding,solo,1_2h,afternoon,weekend,7.4,hot,indoor,sometimes,3,3,3,2,3,3,4,3,4,3,12,12,9,8,16,20,15,12,3.6,3.7,12,0.5,68.1,59.21068749707223
I0942,U095,comfort_oriented,P086,coworking_space_02,synthetic,valid,4,4,3,4,4,4,5,5,4,4,classroom,coding,mostly_solo,1_2h,morning,1,0,1,1,1,1,1,1,1,1,1,coworking_space,online_class,solo,1_2h,afternoon,weekday,19.4,clear,indoor,often,3,4,4,4,5,3,4,3,4,4,12,16,12,16,16,20,25,12,2.6,9.7,9,0.5,71.5,63.74732959045154
I0943,U095,comfort_oriented,P005,library_05,synthetic,valid,4,4,3,4,4,4,5,5,4,4,classroom,coding,mostly_solo,1_2h,morning,1,0,1,1,1,1,1,1,1,1,1,library,online_class,2,under_1h,afternoon,weekday,3.2,clear,indoor,often,5,4,4,5,3,4,4,4,4,4,20,16,12,20,16,20,15,16,2.6,1.6,12,0.5,73.5,73.4126265533257
I0944,U095,comfort_oriented,P092,coworking_space_08,synthetic,valid,4,4,3,4,4,4,5,5,4,4,classroom,coding,mostly_solo,1_2h,morning,1,0,1,1,1,1,1,1,1,1,1,coworking_space,coding,solo,1_2h,evening,weekday,3.7,hot,indoor,rarely,2,4,3,4,3,4,4,4,4,3,8,16,9,16,16,20,15,16,3.6,1.9,16,0.0,65.6,62.38181364986946
I0945,U095,comfort_oriented,P034,study_room_16,synthetic,valid,4,4,3,4,4,4,5,5,4,4,classroom,coding,mostly_solo,1_2h,morning,1,0,1,1,1,1,1,1,1,1,1,study_room,light_reading,solo,1_2h,evening,weekday,5.5,cloudy,indoor,sometimes,4,4,4,4,4,3,4,4,5,3,16,16,12,16,16,25,20,12,1.8,2.7,12,0.0,77.5,70.61493157056739
I0946,U095,comfort_oriented,P014,library_14,synthetic,valid,4,4,3,4,4,4,5,5,4,4,classroom,coding,mostly_solo,1_2h,morning,1,0,1,1,1,1,1,1,1,1,1,library,report_writing,solo,1_2h,afternoon,weekend,2.7,hot,indoor,first_time,5,4,5,4,3,4,4,4,4,4,20,16,15,16,16,20,15,16,3.4,1.4,16,0.5,74.5,73.65330402882279
I0947,U095,comfort_oriented,P046,cafe_10,synthetic,valid,4,4,3,4,4,4,5,5,4,4,classroom,coding,mostly_solo,1_2h,morning,1,0,1,1,1,1,1,1,1,1,1,cafe,light_reading,solo,1_2h,evening,weekday,10.1,hot,indoor,sometimes,3,4,2,3,2,4,3,3,3,3,12,16,6,12,12,15,10,16,1.8,5.0,9,0.0,47.5,54.42720065888736
I0948,U095,comfort_oriented,P052,cafe_16,synthetic,valid,4,4,3,4,4,4,5,5,4,4,classroom,coding,mostly_solo,1_2h,morning,1,0,1,1,1,1,1,1,1,1,1,cafe,report_writing,solo,1_2h,morning,weekday,10.6,hot,indoor,sometimes,3,5,3,2,2,3,3,5,4,3,12,20,9,8,12,20,10,12,3.4,5.3,20,1.0,66.6,62.14179293337614
I0949,U095,comfort_oriented,P110,outdoor_02,synthetic,valid,4,4,3,4,4,4,5,5,4,4,classroom,coding,mostly_solo,1_2h,morning,1,0,1,1,1,1,1,1,1,1,1,outdoor,light_reading,solo,1_2h,evening,weekend,14.2,cold,outdoor,first_time,3,4,3,3,2,3,2,4,2,3,12,16,9,12,8,10,10,12,1.8,7.1,12,0.0,36.2,47.781040792181905
I0950,U095,comfort_oriented,P032,study_room_14,synthetic,valid,4,4,3,4,4,4,5,5,4,4,classroom,coding,mostly_solo,1_2h,morning,1,0,1,1,1,1,1,1,1,1,1,study_room,online_class,solo,2_4h,evening,weekend,21.8,cloudy,indoor,often,4,4,4,4,4,3,4,4,4,4,16,16,12,16,16,20,20,12,2.6,10.9,12,0.0,68.3,65.5267124577963
I0951,U096,quiet_deepwork,P060,home_06,synthetic,train,4,4,4,4,4,2,4,3,3,5,computer_lab,deep_study,mostly_solo,under_1h,evening,1,1,1,1,1,0,1,1,0,0,1,home,deep_study,3_4,1_2h,evening,weekend,9.8,clear,indoor,often,4,3,5,5,4,5,5,4,4,5,16,12,20,20,20,16,12,15,5.0,2.5,20,1.0,78.9,76.47967525613916
I0952,U096,quiet_deepwork,P009,library_09,synthetic,train,4,4,4,4,4,2,4,3,3,5,computer_lab,deep_study,mostly_solo,under_1h,evening,1,1,1,1,1,0,1,1,0,0,1,library,online_class,solo,1_2h,late_night,weekday,8.7,cold,indoor,sometimes,4,4,3,4,2,4,4,4,4,4,16,16,12,16,16,16,6,12,3.3,2.2,12,0.5,62.7,68.10801489762551
I0953,U096,quiet_deepwork,P036,study_room_18,synthetic,train,4,4,4,4,4,2,4,3,3,5,computer_lab,deep_study,mostly_solo,under_1h,evening,1,1,1,1,1,0,1,1,0,0,1,study_room,coding,solo,over_4h,evening,weekday,11.9,clear,indoor,sometimes,5,4,4,4,4,4,5,4,4,4,20,16,16,16,20,16,12,12,4.5,3.0,20,1.0,71.0,75.75542711927068
I0954,U096,quiet_deepwork,P017,library_17,synthetic,train,4,4,4,4,4,2,4,3,3,5,computer_lab,deep_study,mostly_solo,under_1h,evening,1,1,1,1,1,0,1,1,0,0,1,library,report_writing,solo,2_4h,afternoon,weekday,10.0,clear,indoor,first_time,5,4,4,5,3,3,4,4,5,4,20,16,16,20,16,20,9,9,4.3,2.5,20,0.5,74.0,74.60049198955748
I0955,U096,quiet_deepwork,P073,classroom_11,synthetic,train,4,4,4,4,4,2,4,3,3,5,computer_lab,deep_study,mostly_solo,under_1h,evening,1,1,1,1,1,0,1,1,0,0,1,classroom,light_reading,solo,over_4h,evening,weekday,9.2,cloudy,indoor,sometimes,4,5,3,3,4,3,3,2,3,4,16,20,12,12,12,12,12,9,2.3,2.3,6,1.0,50.4,61.66541501519816
I0956,U096,quiet_deepwork,P112,outdoor_04,synthetic,train,4,4,4,4,4,2,4,3,3,5,computer_lab,deep_study,mostly_solo,under_1h,evening,1,1,1,1,1,0,1,1,0,0,1,outdoor,report_writing,solo,2_4h,afternoon,weekend,9.9,clear,outdoor,sometimes,3,4,3,3,2,3,1,3,3,2,12,16,12,12,4,12,6,9,4.3,2.5,15,0.5,52.9,55.912866434371054
I0957,U096,quiet_deepwork,P013,library_13,synthetic,train,4,4,4,4,4,2,4,3,3,5,computer_lab,deep_study,mostly_solo,under_1h,evening,1,1,1,1,1,0,1,1,0,0,1,library,report_writing,solo,2_4h,evening,weekday,3.8,clear,indoor,rarely,5,4,4,4,3,3,5,4,4,4,20,16,16,16,20,16,9,9,4.3,0.9,20,1.0,76.2,75.15344033602915
